# N	p	k	p(k)
3.500000000000000000e+02 2.500000000000000000e-01 6.571428571428571119e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 6.857142857142857484e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 7.142857142857142461e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 7.428571428571428825e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 7.714285714285713802e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 8.000000000000000167e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 8.285714285714285143e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 8.571428571428571508e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 8.857142857142856485e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 9.142857142857142849e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 9.428571428571429214e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 9.714285714285714191e-02 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.000000000000000056e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.028571428571428553e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.057142857142857190e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.085714285714285687e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.114285714285714324e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.142857142857142821e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.171428571428571458e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.199999999999999956e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.228571428571428592e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.257142857142857229e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.285714285714285587e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.314285714285714224e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.342857142857142860e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.371428571428571497e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.400000000000000133e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.428571428571428492e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.457142857142857129e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.485714285714285765e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.514285714285714401e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.542857142857142760e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.571428571428571397e-01 5.000000000000000104e-03
3.500000000000000000e+02 2.500000000000000000e-01 1.600000000000000033e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.628571428571428670e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.657142857142857029e-01 2.500000000000000139e-02
3.500000000000000000e+02 2.500000000000000000e-01 1.685714285714285665e-01 2.500000000000000139e-02
3.500000000000000000e+02 2.500000000000000000e-01 1.714285714285714302e-01 5.500000000000000028e-02
3.500000000000000000e+02 2.500000000000000000e-01 1.742857142857142938e-01 5.500000000000000028e-02
3.500000000000000000e+02 2.500000000000000000e-01 1.771428571428571297e-01 1.250000000000000000e-01
3.500000000000000000e+02 2.500000000000000000e-01 1.799999999999999933e-01 2.200000000000000011e-01
3.500000000000000000e+02 2.500000000000000000e-01 1.828571428571428570e-01 2.700000000000000178e-01
3.500000000000000000e+02 2.500000000000000000e-01 1.857142857142857206e-01 3.099999999999999978e-01
3.500000000000000000e+02 2.500000000000000000e-01 1.885714285714285843e-01 5.000000000000000000e-01
3.500000000000000000e+02 2.500000000000000000e-01 1.914285714285714202e-01 7.299999999999999822e-01
3.500000000000000000e+02 2.500000000000000000e-01 1.942857142857142838e-01 1.024999999999999911e+00
3.500000000000000000e+02 2.500000000000000000e-01 1.971428571428571475e-01 1.320000000000000062e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.000000000000000111e-01 1.804999999999999938e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.028571428571428470e-01 2.115000000000000213e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.057142857142857106e-01 2.930000000000000160e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.085714285714285743e-01 3.459999999999999964e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.114285714285714379e-01 4.504999999999999893e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.142857142857142738e-01 5.580000000000000071e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.171428571428571375e-01 6.519999999999999574e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.200000000000000011e-01 7.629999999999999893e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.228571428571428648e-01 9.005000000000000782e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.257142857142857006e-01 1.060999999999999943e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.285714285714285643e-01 1.184500000000000064e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.314285714285714279e-01 1.310999999999999943e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.342857142857142916e-01 1.399000000000000021e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.371428571428571552e-01 1.538499999999999979e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.399999999999999911e-01 1.612999999999999901e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.428571428571428548e-01 1.622500000000000142e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.457142857142857184e-01 1.676999999999999957e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.485714285714285821e-01 1.703999999999999915e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.514285714285714457e-01 1.759499999999999886e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.542857142857142816e-01 1.671999999999999886e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.571428571428571175e-01 1.571000000000000085e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.600000000000000089e-01 1.570500000000000007e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.628571428571428448e-01 1.451500000000000057e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.657142857142857362e-01 1.353500000000000014e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.685714285714285721e-01 1.206000000000000050e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.714285714285714080e-01 1.043999999999999950e+01
3.500000000000000000e+02 2.500000000000000000e-01 2.742857142857142994e-01 9.615000000000000213e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.771428571428571352e-01 8.294999999999999929e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.800000000000000266e-01 7.269999999999999574e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.828571428571428625e-01 5.900000000000000355e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.857142857142856984e-01 4.915000000000000036e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.885714285714285898e-01 4.089999999999999858e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.914285714285714257e-01 3.379999999999999893e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.942857142857142616e-01 2.604999999999999982e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.971428571428571530e-01 2.100000000000000089e+00
3.500000000000000000e+02 2.500000000000000000e-01 2.999999999999999889e-01 1.524999999999999911e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.028571428571428803e-01 1.245000000000000107e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.057142857142857162e-01 1.020000000000000018e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.085714285714285521e-01 6.999999999999999556e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.114285714285714435e-01 4.799999999999999822e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.142857142857142794e-01 3.049999999999999933e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.171428571428571153e-01 3.049999999999999933e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.200000000000000067e-01 1.700000000000000122e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.228571428571428426e-01 1.650000000000000078e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.257142857142857340e-01 1.150000000000000050e-01
3.500000000000000000e+02 2.500000000000000000e-01 3.285714285714285698e-01 7.000000000000000666e-02
3.500000000000000000e+02 2.500000000000000000e-01 3.314285714285714057e-01 5.000000000000000278e-02
3.500000000000000000e+02 2.500000000000000000e-01 3.342857142857142971e-01 3.500000000000000333e-02
3.500000000000000000e+02 2.500000000000000000e-01 3.371428571428571330e-01 2.500000000000000139e-02
3.500000000000000000e+02 2.500000000000000000e-01 3.400000000000000244e-01 1.000000000000000021e-02
3.500000000000000000e+02 2.500000000000000000e-01 3.428571428571428603e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.457142857142856962e-01 5.000000000000000104e-03
3.500000000000000000e+02 2.500000000000000000e-01 3.485714285714285876e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.514285714285714235e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.542857142857142594e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.571428571428571508e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.599999999999999867e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.628571428571428781e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.657142857142857140e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.685714285714285499e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.714285714285714413e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.742857142857142771e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.771428571428571686e-01 0.000000000000000000e+00
3.500000000000000000e+02 2.500000000000000000e-01 3.800000000000000044e-01 5.000000000000000104e-03
